,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
0,MT3,HSPA1A,PCDH9-AS2,LDB3,DPP10-AS3,LOC105377862,PCDH9-AS2,CTNNA3,DEFB4A,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH11Y,PCDH11Y,BACH1,LINC00299,ZNF385D-AS2,EYS,LINC01060,BACH1,BACH1,ADGRD1,LINC01060
1,FTH1,HSPA1B,TIMP3,GLDN,PCDH9-AS2,TNFSF10,FTH1,PPP1R9A-AS1,PCDH9-AS2,CTNNA3,ERBB4,TIMP3,CNTN5,PCDH9-AS2,TRPC3,PDE8A,LHFPL3-AS1,PCDH9-AS2,DPP10-AS3,CNR1,SST,SGCZ,MYO16,FTH1
2,SLC1A3,ZFP36L1,CTNNA3,PDE8A,PLEKHH2,A2M,TIMP3,PCDH9-AS2,CTNNA3,ZNF385D-AS2,ADAMTSL1,CTNNA3,CTNNA3,CTNNA3,SAT1,IPO9-AS1,TRPM3,PCDH11Y,PDE8A,THSD7B,PLCH1,RNASET2,LINC02055,PCDH9-AS2
3,EFEMP1,IPCEF1,P2RY14,HHATL,PDE8A,ABCG2,PALM2AKAP2,DPP10-AS3,FTH1,DENND3,DENND3,FTH1,TIMP3,SLC1A2,PCDH9-AS2,PCDH11Y,BEST3,GNG12-AS1,IPO9-AS1,COL21A1,PDE8A,PDE4B,GABRE,CXCL14
4,PCDH9-AS2,LINC02712,PDE7B-AS1,OPALIN,ZNF385D-AS2,ENTREP1,LOC105374524,LINC02072,TIMP3,DPP10-AS3,DPP10-AS3,DENND3,STK32B,ADAMTSL1,LINC01630,PRKCH,IPO9-AS1,SLC26A5-AS1,CTNNA3,FTH1,PDE1C,PWRN1,PLCE1,PDE7B-AS1
5,F3,NCKAP5,CHST9,SLC7A14-AS1,KCNIP1,C8orf34,PCDH11Y,TIMP3,DPP10-AS3,ABCC4,ELMO1,CHST9,MCTP2,LINC02232,SPHKAP,SHISA6,ST6GAL1,CCK,PLCH1,PDE7B-AS1,TMEM165,STK32B,LOC105377448,ABCB1
6,LINC00299,LINC00278,LOC105374524,SVEP1,CREB5,PAQR5,ABCB1,CYP1B1,PPP1R9A-AS1,LINC01060,CTNNA3,PPP1R9A-AS1,MYO10,PPP1R9A-AS1,COL25A1,KIT,LHFPL3,LINC01060,SGCZ,PKP2,RNASET2,PCDH9-AS2,COL4A4,PPP1R9A-AS1
7,GNA14-AS1,DENND3,PCED1B,SEMA3B,IPO9-AS1,CEMIP,TMEM165,IPO9-AS1,LINC00299,C10orf90,LINC01060,DPYD-AS1,P2RY14,ELMO1,BACH1,PPP1R9A-AS1,ADAMTS9,CRH,TAC1,CXCL14,LINC01482,ENO4,HEY2-AS1,SHOC1
8,MT2A,ST6GAL1,NPAS3,KCNH8,PLD1,ID1,CTNNA3,MGST1,P2RY14,PCDH11Y,GNG12-AS1,P2RY14,RGS12,DPP10-AS3,SLAIN1,SAT1,CNTN5,TIMP3,TMEM165,TFRC,FTH1,IPO9-AS1,LINC01060,STARD13-AS
9,FTL,SLC2A3,SLC4A4,TP53TG5,LCP1,MYO5B,P2RY14,LOC105369147,PCED1B,HTR2C,PPP1R9A-AS1,IPO9-AS1,SVIL,HDAC2-AS2,FTH1,SPHKAP,CTNNA3,FTH1,PCDH9-AS2,PLD5,GNG12-AS1,ANOS1,COL15A1,ENO4
10,P2RY14,DUSP1,SHOC1,ADAMTS14,KIF26B,RNF220,DLEU1,DENND3,DENND3,LOC102546299,SLC1A2,ELMO1,TMEM165,IPO9-AS1,IPO9-AS1,HLA-A,ROBO2,LINC00299,SLC7A14-AS1,SLAIN1,USP53,NXPH2,VCAN,KMO
11,LOC105369147,APBB1IP,MGST1,EMC10,TAFA4,ABCA1,PPP1R9A-AS1,LOC101927560,PCA3,PPP1R9A-AS1,SEMA5A,DPP10-AS3,DENND3,TIMP3,B2M,ZNF385D-AS2,PCDH9-AS2,IPO9-AS1,ARHGAP42,KMO,MYO5B,LOC105369147,PTPRC,CCK
12,PPP1R9A-AS1,LRMDA,DPYD-AS1,PTGDS,SERPINB9,ST8SIA6,B3GNT5,ABCB1,ABCB1,PDLIM1,CALCRL,SLC7A14-AS1,ACSS3,LINC01060,SLC16A9,FTH1,LOC105369147,SVIL,SAT1,TMEM165,IPO9-AS1,HHIP,ADAMTS9,TIMP3
13,SLC1A3-AS1,TMEM163,PDE4B,LINC00609,EYS,GNA14-AS1,HHIP,FTH1,HHIP,BMP2K,SVIL,LINC01090,DPYD-AS1,PDE4B,SCD,PCDH9-AS2,TNC,HHIP,GNG12-AS1,ADAM33,MKRN3,TAC1,ADAM12,P2RY14
14,DPP10-AS3,FOS,DENND3,CPB2-AS1,ARHGAP42,SLCO1A2,ANGPT2,COL21A1,B3GNT5,TMEM132C,PDE8A,CCK,IPO9-AS1,P2RY14,TMEM165,SHOC1,PPP1R9A-AS1,CNR1,FRMD4B,HLA-A,ABTB3,ADAMTS18,RAD51B,VIP
15,LOC105370315,MROCKI,DLEU1,PCDH9-AS2,CEMIP,ZBTB20-AS5,CHST9,ANGPT2,TMEM165,ADAMTSL1,DPYD-AS1,LINC00299,TTN,DLEU1,HLA-A,CTNNA3,PMP2,BACH1,WIF1,TAFA4,MAN2A1,THSD7A,LRP2,PKP2
16,DPP10,IL4R,B3GNT5,PHLDB1,FTH1,HIF1A,ACSS3,SHOC1,IPO9-AS1,P2RY14,TTYH2,ANGPT2,ELMO1,CHST9,PRKCH,SRGAP2B,PCDH11Y,CHRNA7,RNF144B,TMTC2,SLC24A3,SRGAP2B,SLC7A14-AS1,TAC3
17,AASS,H2BC8,PPP1R9A-AS1,MBP,SLAIN1,LAMA4,SHISA6,FGF1,DPYD-AS1,SRGAP2B,LINC02263,SHOC1,ANGPT2,LOC100506474,CXCL14,CA8,LOC105378311,ABCB1,KIF26B,GAD2,PCDH11Y,SOX6,KLHL1,B3GNT5
18,PTN,MIR646HG,IPO9-AS1,TMEM165,TIMP3,NLRP1,DENND3,ZNF804B,CHST9,ABCB1,FTH1,SRGAP2B,RBPMS,SLC7A14-AS1,KIT,ETS1,ACSS3,SHOC1,SRGAP2B,LUZP2,FGF1,ZBTB20-AS5,RREB1,IPO9-AS1
19,CA8,GPR183,FGFR2,PALM2AKAP2,NIBAN1,LRMDA,SHOC1,LINC01090,SHOC1,SVIL,IL4R,LINC00320,SHOC1,SVIL,SHISA6,ANGPT2,SGCZ,TMEM165,PLCE1,LRIG1,PCDH9-AS2,CD55,LINC01931,CTNNA3
20,LUCAT1,RUBCNL,ANGPT2,CARNS1,TTN,ATP10A,CREB5,TTN,MAN2A1,LHFPL3-AS1,HS3ST2,TTN,DLC1,DPYD-AS1,MYH11,NXPH2,APOE,HIF1A-AS3,PCSK6,CD36,KAT2B,COL25A1,LINC00278,PCDH11Y
21,GRIN2C,FBN2,RIN3,LOC102724289,SHISA6,EDN1,LINC02930,HHIP,PALM2AKAP2,TMEM163,XYLT1,RFX4,ENO4,NRXN1-DT,SV2C,TIMP3,TIMP3,LOC613266,ENO4,PDE4B,GNB4,ZBTB20,MYO10,PLPP4
22,S100B,CX3CR1,PAMR1,SLC5A11,PALM2AKAP2,ITIH5,MAN2A1,CHST9,SHISA6,PCDH15,WWTR1,HDAC2-AS2,MGST1,LMCD1-AS1,PDE8A,GNG12-AS1,KLHL1,SLC7A14-AS1,ERBIN,HTR2C,CGNL1,SLC25A13,FERMT1,PDE8A
23,SLCO1C1,TMC8,PLA2G4A,CPB2,PCSK6,SLC7A5,CCK,LPAR6,PRUNE2,TTN,LINC00299,NRXN1-DT,SHISA6,MGST1,KCNQ1,SLAIN1,GPC5,LOC105369147,RNASET2,CARD11,ENO4,TRPC6,ENO4,PTPRZ1
24,HDAC2-AS2,PARD3B,DOCK2,ENO4,GRIN2C,GIMAP7,TGFB1,GNA14-AS1,RASGEF1B,ADAMTS9-AS2,SLC7A14-AS1,HHIP,FTH1,FTH1,SLC16A1,PCSK5,PCSK6,TGFB1,CPED1,SLC44A1,COL25A1,SST,LHFPL3,NOTCH2
25,HEPN1,QKI,ADAMTS9-AS2,MOG,WIF1,CTNNA3,CD53,P2RY14,CREB5,SPATA13,COL25A1,PLEKHH2,TP53TG5,ANGPT2,ITGA6,PKP2,TSHZ2,P2RY14,ROBO2,SRGAP2B,FAM20A,SRGAP2,CHI3L2,ADAM33
26,GNG12-AS1,ITGAM,SRGAP2B,S100B,ANKRD44,PDGFB,SVIL,IL18,RFX4,UST,RFX4,MAN2A1,RIN3,STARD13-AS,ADIPOR2,ARHGAP31,TTN,CXCL14,ANGPT2,ABCB1,EYS,PPP1R9A-AS1,L3MBTL4,HLA-A
27,LRRC3B,TGFBR1,RFX4,DPYD-AS1,MID1,LURAP1L-AS1,MERTK,RNF152,LINC02263,TMEM144,TMEM165,TMEM165,B3GNT5,B3GNT5,TFRC,SCD,LINC03048,LINC01876,ADIPOR2,ARHGAP42,SRGAP2B,DACH2,ELMO1-AS1,TTN
28,LINC02649,BCL6,TMEM165,HYCC1,ALK,ITM2A,FN1,PCA3,LOC105369147,FN1,P2RY14,AGBL1,RUNX2,LINC02263,VCAN,SLC16A9,FREM2,MGST1,PTPRZ1,COL25A1,ELOVL7,CRYBG3,TPRG1,ANGPT2
29,PRUNE2,RASGEF1C,SLAIN1,LINC02072,RUBCNL,ABCB1,TP53TG5,RUNX2,BMP2K,ANGPT2,CLDND1,PRKCH,HHIP,PALM2AKAP2,PKP2,ADGRG6,LINC02649,ZNRF3,TIMP3,PROX1-AS1,SAT1,LINC01482,CD36,LINC02930
30,SAT1,S100A8,ABCC4,DAPK2,SGCZ,CCN2,SAT1,NTNG1,ANGPT2,RUBCNL,RHOJ,LOC105369147,SLC16A1,PTN,GNB4,TTN,HIF1A-AS3,FBXL7,B3GNT5,CREB5,PALM2AKAP2,SVEP1,CACHD1,SLC7A14-AS1
31,PDE7B-AS1,FGL1,ABCB1,PLEKHG3,RGS12,THSD4,USP53,PDE1C,TRPM3,CARD11,CHST9,SRGAP2,LOC105377862,ABCB1,SHOC1,TGFB1,RGMA,SCD,BMP2K,PRKCH,PITPNC1,ANKRD44,SLC35D2,TMEM165
32,LRP4-AS1,HAMP,CYP1B1,HEPN1,FGF13,SLC2A1,IPO9-AS1,NPAS3,RCSD1,TMEM165,SHOC1,DLEU1,CHST9,LOC105369147,P2RY14,NLRC5,CPQ,DDR2,SLAIN1,SLC7A14-AS1,NOTCH2,ITPR2,SGCZ,SHISA8
33,ABCC9,H2BC18,LINC02694,LINC01299,LHFPL3-AS1,DOCK8,DPYD-AS1,CFTR,SRGAP2B,SHOC1,TP53TG5,THEMIS,PPP1R9A-AS1,TTN,RUBCNL,FGF13,CFTR,HDAC2-AS2,P2RY14,DOCK10,LINC01060,FTH1,ABCC4,ABCC4
34,ZBTB20-AS5,CYTH4,AGBL1,PPP1R14A,SLC25A13,GRIK1,SRGAP2B,PCDH11Y,LINC01060,PRKCH,ABCC4,BMP2K,SYNPR,RFX4,SLC25A13,EYA4,LOC105370315,LHFPL3-AS1,ABCB1,NLRC5,LOC105378311,POLR2F,GJA5,FN1
35,TMEM132C,PLTP,SVEP1,MIR325HG,TMEM165,IFI30,PDE8A,SRGAP2B,TP53TG5,SRGAP2,B3GNT5,LINC02008,RASGEF1C,SHOC1,PPP1R9A-AS1,B3GNT5,CEMIP,ANGPT2,CMTM8,PPP1R9A-AS1,SLAIN1,CFTR,SAMD9L,ADIPOR2
36,DLC1,NFATC2,CFAP418-AS1,LINC03048,PLCH1,CGNL1,LOC105369147,CTXND1,UST,ABCC9,LOC105369147,ZNF98,LMCD1-AS1,NKAIN3,UTRN,CPQ,TMEM176B,PDE8A,DLEU1,ZNF385D-AS2,FRMD4B,VRK2,MCAM,DOCK2
37,CHST9,FCGR3A,LOC101927745,LINC01608,ZBTB20,MAML2,CFAP418-AS1,KCNQ1,PTCHD4,LOC100506474,ANGPT2,LY86,CALCRL,SPHKAP,RFX4,RIN3,VCAN-AS1,RELN,PDE7B-AS1,SOX6,RNF152,PLD1,IRAG1,CRH
38,SHOC1,EMID1,HHIP,PCA3,FAM222A-AS1,PAWR,SLC7A14-AS1,LINC01060,ACSS3,TRIM22,SHISA6,CYP1B1,CCK,DDR2,ZNF385D-AS2,LTBP1,CACNG5,PRUNE2,SGO1-AS1,DCN,KIF26B,PGM5,SCHLAP1,CFTR
39,IPO9-AS1,LINC02642,ENO4,SPATA22,P2RY14,ANGPTL4,RASGEF1B,PREX1,LINC02930,MGST1,DLEU1,SVIL,RGMA,ENO4,GNG12-AS1,RUBCNL,RUBCNL,MCAM,NOTCH2,SAT1,ST6GALNAC3,ADIPOR2,C8orf34,HIF1A-AS3
40,SHISA6,F13A1,L3MBTL4,MOBP,ABCB1,BNC2,UST,DLEU1,SLC44A1,LOC101927560,ZFHX3,RBPMS,PRKCH,CPQ,NLRC5,P2RY14,LINC01876,TRPM3,SLC25A13,PCDH9-AS2,HHIP,LINC01090,THSD4,HHIP
41,LRIG1,GADD45B,TRPM3,LPAR1,LINC01010,TFRC,PDE7B-AS1,NCKAP5,TGFB1,LOC124903183,GLDN,FOXP2,ABCB1,UST,SIGLEC1,LRP2,C4orf19,WIF1,SERPINB9,ENO4,SHOC1,TNFSF15,CHST11,LINC01876
42,KCNIP1,ZFP36,SCHLAP1,CFTR,CFAP418-AS1,LRRC1,TRPM3,MIR646HG,PAMR1,IPO9-AS1,HHIP,SLAIN1,CPB2,CYP1B1,CTNNA3,TMEM165,UACA,IL18,LINC02930,WIF1,RIN2,SLC7A11,FGF13,MARCKSL1
43,CGNL1,FTH1,P2RY12,FRMD4B,ENO4,RAMP2,LPAR6,SLC16A1,SAT1,AKAP13,GALNTL6,COL25A1,CEMIP,ABCC4,LINC01876,SVEP1,B3GNT5,SLAIN1,SHOC1,SHOC1,ST6GAL1,ADAMTSL1,PLCH1,COL21A1
44,ENTREP1,CH25H,RGS20,DOCK2,SAT1,ADM,MBP,EYS,SVEP1,LINC01748,SRGAP2B,PCED1B,A2M,MT1X,CRH,PLPP3,TNFRSF10B,NLRC5,HHATL,EPS8,B3GNT5,ITGB5,LINC02649,CNR1
45,CACHD1,GLUL,NDRG1,CTNNA3,COL15A1,EMC10,QDPR,TRAF3IP3,LPAR6,LOC105369147,RCSD1,SVEP1,RFX4,PCDH15,PDE3A,FBXL7,SLC16A9,A2M,RUBCNL,PCSK5,CABLES1,RUBCNL,ERBIN,SRGAP2B
46,SUCLG2-DT,CCL2,PDE1C,LMCD1-AS1,FN1,SFMBT2,HIF1A-AS3,ENO4,SLC7A14-AS1,ADGRG6,SRGAP2,LOC105374524,PLA2G4A,ABCC9,SRGAP2B,MYO16,LMO2,BTG2,HHIP,CRH,MCAM,PARD3,VIP,RBPMS
47,STON2,CD69,MAN2A1,MAL,GZMA,CNTN5,BMP2K,DPYD-AS1,DLEU1,SHISA6,STARD13-AS,USP53,CABLES1,ST6GALNAC3,SAMD3,PAICS,STK33,SAMD4A,FTH1,ADAMTS6,PRKCH,PDE8A,ZFHX4,KCNQ1
48,ENTPD1,LINC02232,PDE8A,PLEKHH1,PACRG-AS3,FOXP2,LINC00299,TMEM163,IL1RAPL2,ZFHX3,ST6GAL1,FN1,LINC01877,FGF1,ZBTB20-AS5,ABCB1,MMD2,MYT1,BACH1,SUCLG2,UST,CPB2,KIAA1755,BACH1
49,AKAP13,CCDC200,SLC7A14-AS1,IPO9-AS1,LHFPL3,HSPA1A,PIP4K2A,SEMA6A-AS1,PRKCH,GNA14,IL18,ABCB1,CPVL,PRKCH,TIMP3,ADAM12,DLEU1,SRGAP2B,ETS1,SRGAP2,PCSK5,KIF26B,CCL4,ZBTB20-AS5
50,PAMR1,ADAP2,TP53TG5,CMTM5,ADAMTS17,LOC105376244,LY86,SRGAP2,TMTC2,CYP1B1,LMCD1-AS1,EYS,AOAH,FN1,B3GNT5,TRPC3,PLPP3,PTPRZ1,STARD13-AS,CHRNA7,TAC1,FGL2,WDFY4,HTR2C
51,STARD13-AS,LINC02513,PRKCH,C5orf64,MKRN3,SIRPB2,LOC105370315,SPHKAP,EYS,FGF1,TIMP3,TACR1,SRGAP2B,IFNG-AS1,QDPR,HHIP,PDE7B-AS1,MITF,TP53TG5,GNG12-AS1,SLC7A14-AS1,TIMP3,EYA1,A2M
52,LOC100506474,IRF8,LY86,TMIGD3,SRGAP1,LOC105377448,CLDND1,C11orf96,STARD13-AS,SAT1,FAM149A,L3MBTL4,LINC02008,TMEM163,LINC01060,ADIPOR2,PREX1,LOC101927026,MAN2A1,PLPP4,TP53TG5,PCSK5,ROBO2,RELN
53,LINC00278,VAV1,ACSS3,LINC01470,CACNG5,ENG,RFX4,SVIL,LINC02055,SPATA22,IPO9-AS1,STARD13-AS,ABCA1,LOC105378311,RELN,SERPINB9,BACH1,TTN,SHISA6,C8orf34,SRGAP2,DDX60L,ANGPT2,RFX4
54,ALDH1A1,OLR1,TTN,PADI2,NTNG1,TLR4,CHI3L1,PCSK6,FGF1,TMTC2,KCNQ1,TP53TG5,STARD13-AS,HHIP,DAAM2,ENO4,RFX4,CARD11,PAICS,EGLN3,PACRG-AS3,PRKCQ,GGT5,SLAIN1
55,RGS20,LIPG,ELOVL7,FOLH1,LINC02649,MARCKSL1,P2RY12,PRKCH,ABCC9,HHIP,PRKCH,TGFB1,LINC00320,TP53TG5,MKRN3,SOCS6,LRP4-AS1,PRKCH,ANOS1,WHRN,FBN2,PITPNC1,MID1,LAMA3
56,OAF,ATP8B4,RBPMS,NEK3,DENND3,SLC39A11,MEGF11,LOC107985126,IPCEF1,KIAA1217,LINC01876,B3GNT5,PLEKHH2,LINC01877,CNR1,LOC105369147,F3,HIF3A,TGFB1,LINC01470,SERPINB9,USP53,TP53TG5,CPB2
57,SOX10,SLC11A1,USP53,HPN-AS1,POLR2F,MYO10,MYO1F,DLC1,NEDD9,ASPA,ABCB1,CFAP418-AS1,DLEU1,TMEM165,WIF1,PDE7B-AS1,DOCK1,LPAR6,PCSK5,RBPMS,FAM149A,NTN1,ROR1,USP53
58,PLCH1,LINC02057,BMP2K,FTH1,PRKCQ,GNG12-AS1,LOC101927141,B3GNT5,PDE8A,SGCZ,CFAP418-AS1,LINC00298,P2RY12,LINC02930,SRGAP2,ZNF804B,SHISA6,SLC25A13,PALM2AKAP2,LOC101927745,ATP1B2,TMEM165,PELI1,LAMA2
59,LINC01877,SPATA13,FTH1,PLPPR1,LEF1,IGFBP7,LINC01877,VEGFA,DLC1,TGFB1,FGF13,RUNX2,NDRG1,ST6GAL1,SLC26A5-AS1,ATP8B4,LDLRAD3,ANKRD44,TACR1,TIMP3,ERBIN,FGF13,PON2,SAT1
60,TTN,SRGAP2,CD53,SH3TC2-DT,LAMA2,NPL,RBPMS,MYO10,HIF1A-AS3,PALM2AKAP2,LINC02930,A2M,LAMA4,CFTR,SST,TENT5A,GRAMD2B,THSD7B,KCNIP1,MGST1,LINC01876,NOSTRIN,ITGA8,SCD
61,MT1X,DPP10,LOC105369147,LOC101928651,ELMO1,EMCN,PAICS,FPR3,ZFHX3,FGD4,NCKAP1L,MGST1,NRXN1-DT,DENND3,MGAM,PTCHD4,COL5A3,PDE7B-AS1,PLEKHA7,ELOVL7,RUBCNL,LINC01505,LINC01482,ADGRL4
62,ANXA3,BCL2A1,SHISA6,ASPA,TANC1,TRGC2,LINC02694,LOC101927745,USP53,RBPMS,NRXN1-DT,DOCK2,QDPR,RNF152,LOC105369147,KCNQ1,IGFBP7,B3GNT5,IL18,ATP11C,LINC03048,P2RY14,LNC-LBCS,RUNX2
63,ETNPPL,CDKN1A,CPVL,TMEM132C,TRPC3,TRPC6,CFTR,PRUNE2,LOC101927745,GNA14-AS1,TACR1,RIN3,L3MBTL4,CHRNA7,SEMA6A,NAMPT,ZFHX3,NCKAP5,RFX4,SAMD4A,ANKRD44,ABCC4,DPP10,TGFB1
64,CEBPD,LINC01446,LINC01090,SLC25A13,LOC101927026,CD34,ZFHX3,LINC00276,ZNF98,STK33,RIN3,PDE4B,LOC105370315,TRPC3,BMP2K,SLC16A1,LINC01060,GLUL,NEDD9,PSTPIP2,PCSK6,LINC02798,STARD13-AS,DOCK10
65,STK33,ADCY7,LINC02930,PRR5L,HLA-A,ITGA6,SLC16A1,LINC00299,KCNQ1,CLDND1,HDAC2-AS2,IL18,EYS,CREB5,MIR4300HG,CFTR,NLRC5,KCNQ1,USP53,PARD3,FN1,FERMT1,DHRS9,DLEU1
66,NDRG1,BTG2,PCSK6,RUNX2,PAICS,LINC01446,ATP8B4,LINC02930,HDAC2-AS2,SLAIN1,CPQ,LINC02694,FAXDC2,RIN3,ANOS1,PHLDB1,COL4A1,FAM107A,DISC1,MAN2A1,LHFPL3-AS1,AASS,HSPA1B,PALM2AKAP2
67,QDPR,MEIS1,LPAR6,ITGA2,PREX2,ADAMTS6,SLAIN1,LOC105377862,CFTR,DLEU1,PDE4B,RERG,CFAP418-AS1,BMP2K,LINC01505,GNB4,CDKN2B-AS1,SLC44A1,CPQ,RNASET2,ITGB5,MYO5B,CDH5,SLC16A1
68,IRAG1,PLAC8,LINC00320,CLDN11,SLC16A1,SRGAP1,ELOVL7,SLC44A1,ABCC4,EYS,EYA4,CHRNA7,SLAIN1,VCAN,PCSK5,FGF1,SLC24A3,TRIM59,PARD3,DPP10-AS3,LPAR1,ATP11C,SVIL,PREX1
69,F11-AS1,NXN,ELMO1,POLR2F,CIITA,CCN1,DPP10-AS3,CYP4F12,LINC00320,PAMR1,LDLRAD3,UST,RERG,ATP8B4,BMP6,LAMP2,NOS1,PCSK5,TMEM51,EMC10,TGFB1,KAT2B,CSPG4,NEDD9
70,APOE,MYO15B,TGFB1,MUSK,LINC01091,IFI44L,EYS,TRPM3,LINC01877,LINC01876,PCDH11Y,SLC16A1,RNASET2,ASPA,GAD2,LMO2,GPNMB,CPB2,ST6GALNAC3,RELN,RNF144B,ADAMTS9-AS2,SPATA13,TP53TG5
71,DEPP1,CECR2,SRGAP2,FAM222A-AS1,COL21A1,CIMAP1B,A2M,PCED1B,IL18,LINC01317,ENO4,COL5A3,LINC02072,CLDND1,ARHGAP31,QDPR,PLEKHH2,SRGAP2,LPAR6,BMP2K,PRKCQ,ST8SIA6,LINC02381,KIT
72,SP110,A2M,SAT1,NOS1,CRH,LINC02172,ABCC4,LINC01411,P2RY12,SLC7A11,COL5A3,RGS20,HHATL,MIR325HG,HHIP,CBR1,TMEM51,DLEU1,FN1,PLEKHA7,P2RY14,PDZRN4,PRR5L,SERPINB9
